longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.37,34.17,42,1713,416,1349,427,3.2596,191800,<1H OCEAN
-118.41,34.18,35,2785,663,1631,614,3.9038,276100,<1H OCEAN
-118.41,34.17,27,3277,648,1382,615,3.875,366100,<1H OCEAN
-118.41,34.18,35,1975,384,882,406,4.375,291700,<1H OCEAN
-118.43,34.17,32,3202,696,1573,621,3.4449,292900,<1H OCEAN
-118.43,34.17,35,2922,507,1130,485,5.451,341800,<1H OCEAN
-118.43,34.17,37,1982,331,794,340,5.9275,336900,<1H OCEAN
-118.43,34.16,34,2459,489,1139,463,4.0347,353600,<1H OCEAN
-118.43,34.16,41,2050,478,850,490,3.4208,343400,<1H OCEAN
-118.43,34.16,40,1134,184,452,187,4.569,333900,<1H OCEAN
-118.42,34.15,27,2795,602,1073,535,5.1496,365000,<1H OCEAN
-118.42,34.17,31,2235,363,914,370,6.1359,359700,<1H OCEAN
-118.42,34.16,28,4664,1040,1963,961,3.9028,367900,<1H OCEAN
-118.41,34.16,14,577,150,372,130,4.1875,275000,<1H OCEAN
-118.42,34.16,25,2769,566,1201,545,3.6641,386100,<1H OCEAN
-118.4,34.17,24,4443,1283,2421,1180,2.2652,269200,<1H OCEAN
-118.4,34.17,24,6347,,2945,1492,3.3545,221500,<1H OCEAN
-118.39,34.17,28,2790,748,1351,697,3.2052,283600,<1H OCEAN
-118.39,34.17,26,6429,1611,2806,1491,3.1929,265200,<1H OCEAN
-118.39,34.16,46,1582,279,603,283,5.1169,414300,<1H OCEAN
-118.39,34.16,37,1388,286,547,258,5.1584,444700,<1H OCEAN
-118.38,34.17,30,2016,622,1359,557,2.7708,192300,<1H OCEAN
-118.38,34.16,46,2609,593,1055,585,3.3177,309400,<1H OCEAN
-118.38,34.16,31,2197,501,944,474,3.7312,319400,<1H OCEAN
-118.36,34.17,44,2295,560,1543,528,2.3851,194100,<1H OCEAN
-118.37,34.17,15,3327,1011,2683,857,2.3784,185400,<1H OCEAN
-118.37,34.17,42,600,171,377,181,2.4107,184400,<1H OCEAN
-118.37,34.17,10,1431,473,1438,429,2.2756,221400,<1H OCEAN
-118.37,34.17,6,854,350,542,321,0.8198,325000,<1H OCEAN
-118.37,34.16,6,6526,2007,3298,1790,2.7231,250000,<1H OCEAN
-118.37,34.16,10,2606,748,1373,680,3.6128,225000,<1H OCEAN
-118.37,34.16,25,2450,618,1054,578,3.6375,262500,<1H OCEAN
-118.37,34.16,40,1973,382,774,352,4.4122,282300,<1H OCEAN
-118.36,34.16,43,2850,709,1510,670,2.4835,274300,<1H OCEAN
-118.36,34.16,32,2455,556,989,493,4.0764,325000,<1H OCEAN
-118.37,34.16,17,4150,1148,1808,1041,3.5051,232400,<1H OCEAN
-118.37,34.16,11,2901,871,1659,789,3.1106,209400,<1H OCEAN
-118.36,34.16,45,1755,335,822,342,5.1423,322900,<1H OCEAN
-118.36,34.16,42,2304,442,862,429,4.3542,417900,<1H OCEAN
-118.35,34.15,35,2245,393,783,402,4.1544,500001,<1H OCEAN
-118.43,34.2,20,4090,1271,2824,1053,2.773,140500,<1H OCEAN
-118.43,34.21,26,2867,671,1955,640,4.125,226500,<1H OCEAN
-118.44,34.2,28,1732,435,1198,417,2.9219,241300,<1H OCEAN
-118.44,34.21,20,5756,1477,4031,1369,3.2448,221200,<1H OCEAN
-118.45,34.21,30,2331,733,2172,707,2.1888,195600,<1H OCEAN
-118.45,34.2,19,3666,1150,2657,1090,2.9688,202100,<1H OCEAN
-118.46,34.2,13,2926,816,1867,802,3.5255,202700,<1H OCEAN
-118.46,34.21,7,2081,657,1456,535,3.5,186900,<1H OCEAN
-118.47,34.21,34,2512,603,1805,584,2.9735,220000,<1H OCEAN
-118.47,34.2,20,3939,1143,2475,1002,2.9025,229100,<1H OCEAN
-118.48,34.21,25,2879,723,2077,649,3.3864,197400,<1H OCEAN
-118.48,34.2,26,2027,559,1545,513,2.8974,189900,<1H OCEAN
-118.48,34.22,22,3430,1214,3618,1092,2.1974,93800,<1H OCEAN
-118.49,34.21,25,1131,449,746,420,1.3565,225000,<1H OCEAN
-118.49,34.19,23,2087,571,1809,553,3.1667,202000,<1H OCEAN
-118.49,34.2,35,1109,206,515,202,5.2118,215800,<1H OCEAN
-118.5,34.2,34,1617,344,938,305,3.915,217700,<1H OCEAN
-118.48,34.2,12,3831,1083,2258,967,2.4375,255400,<1H OCEAN
-118.48,34.2,23,2850,864,2249,777,2.6957,191700,<1H OCEAN
-118.48,34.19,20,5699,1594,3809,1381,2.8646,221100,<1H OCEAN
-118.48,34.19,36,2058,423,1132,423,3.8833,210400,<1H OCEAN
-118.47,34.2,25,4590,1477,2723,1195,2.7118,281700,<1H OCEAN
-118.47,34.19,33,3879,943,2113,843,3.892,292900,<1H OCEAN
-118.45,34.2,27,1572,450,1039,455,2.5562,190500,<1H OCEAN
-118.45,34.2,18,2729,800,2099,742,2.5842,230800,<1H OCEAN
-118.46,34.2,22,4855,1350,2519,1258,3.0893,205600,<1H OCEAN
-118.45,34.19,37,1073,254,739,253,2.4667,192200,<1H OCEAN
-118.46,34.19,20,5992,1820,4826,1632,2.7237,233500,<1H OCEAN
-118.46,34.19,35,1491,295,779,309,6.1142,256300,<1H OCEAN
-118.43,34.2,29,3051,694,1942,679,3.1118,238100,<1H OCEAN
-118.44,34.2,36,2698,623,1544,554,2.7375,234900,<1H OCEAN
-118.44,34.2,35,1717,478,1628,495,2.5197,225600,<1H OCEAN
-118.44,34.2,17,2934,950,2517,889,2.936,232500,<1H OCEAN
-118.43,34.19,27,3440,739,1827,712,4.125,245500,<1H OCEAN
-118.44,34.19,37,1516,344,983,347,5,243600,<1H OCEAN
-118.44,34.19,19,3487,959,2278,835,2.6709,215500,<1H OCEAN
-118.44,34.19,29,1599,459,1143,438,2.4583,199100,<1H OCEAN
-118.43,34.18,22,2052,568,1254,572,2.6364,271100,<1H OCEAN
-118.44,34.18,36,2077,496,1206,528,2.2326,221000,<1H OCEAN
-118.44,34.19,11,2891,951,2166,768,2.891,178100,<1H OCEAN
-118.44,34.18,17,1546,592,2423,556,2.1977,154200,<1H OCEAN
-118.45,34.19,11,2479,900,2466,855,2.2264,181300,<1H OCEAN
-118.45,34.18,22,2516,826,3350,713,2.0192,158300,<1H OCEAN
-118.46,34.18,27,2582,719,2038,718,3.0877,174200,<1H OCEAN
-118.47,34.19,41,1104,196,495,196,5.0929,225000,<1H OCEAN
-118.45,34.18,39,1810,388,839,380,3.7171,228800,<1H OCEAN
-118.45,34.18,34,1843,442,861,417,3.6875,246400,<1H OCEAN
-118.46,34.18,33,1791,386,844,397,4.5081,251400,<1H OCEAN
-118.46,34.18,35,1819,465,1336,419,3.4583,253200,<1H OCEAN
-118.44,34.18,35,972,270,550,256,2.2461,215000,<1H OCEAN
-118.44,34.17,25,4966,1134,1941,958,3.8081,286700,<1H OCEAN
-118.45,34.18,33,2077,486,1021,450,3.6019,225000,<1H OCEAN
-118.43,34.18,25,3830,1105,2328,1017,2.6238,210000,<1H OCEAN
-118.44,34.18,33,2127,414,1056,391,4.375,286100,<1H OCEAN
-118.43,34.17,33,1679,404,933,412,2.6979,266000,<1H OCEAN
-118.43,34.17,34,2180,424,906,429,4.4464,353100,<1H OCEAN
-118.43,34.17,42,777,102,284,113,11.2093,500001,<1H OCEAN
-118.44,34.17,29,2685,642,1085,599,3.2763,279400,<1H OCEAN
-118.43,34.16,34,2622,467,1233,476,4.0474,379700,<1H OCEAN
-118.44,34.16,35,3080,642,1362,623,4.1218,328500,<1H OCEAN
-118.44,34.16,33,1616,322,580,311,4.0391,337500,<1H OCEAN
-118.45,34.16,22,4982,1358,2237,1220,3.7105,272600,<1H OCEAN
-118.45,34.17,21,2152,527,996,470,3.2386,277300,<1H OCEAN
-118.45,34.17,33,3100,687,1388,658,4.3333,261300,<1H OCEAN
-118.46,34.17,24,2814,675,1463,620,4.1875,309300,<1H OCEAN
-118.46,34.17,22,6707,1737,2620,1610,3.1478,273700,<1H OCEAN
-118.45,34.16,33,2544,500,1035,492,4.475,314800,<1H OCEAN
-118.46,34.16,28,2795,622,1173,545,4.4423,280400,<1H OCEAN
-118.46,34.16,26,2548,647,1098,540,4.3839,299100,<1H OCEAN
-118.54,34.21,22,6064,1826,4876,1697,2.875,227100,<1H OCEAN
-118.54,34.21,32,2593,566,1596,547,3.9886,199200,<1H OCEAN
-118.54,34.22,35,1664,300,1000,309,4.6731,224100,<1H OCEAN
-118.54,34.2,37,1600,349,1012,366,4.1597,201600,<1H OCEAN
-118.54,34.19,33,2205,453,1242,419,4.1319,203700,<1H OCEAN
-118.51,34.22,36,2794,523,1334,472,4.3462,222100,<1H OCEAN
-118.5,34.21,36,1254,229,629,245,4.9643,236100,<1H OCEAN
-118.5,34.21,36,1656,310,817,308,5.5675,215900,<1H OCEAN
-118.51,34.22,36,1952,387,1156,392,4.185,209200,<1H OCEAN
-118.51,34.21,36,2396,421,1064,398,4.7,223600,<1H OCEAN
-118.51,34.22,36,1493,285,766,272,4.8646,213200,<1H OCEAN
-118.52,34.22,35,1275,222,959,226,5.0282,195400,<1H OCEAN
-118.52,34.22,35,1620,272,1052,248,5.5209,203300,<1H OCEAN
-118.52,34.21,36,2394,424,1490,427,4.3261,206700,<1H OCEAN
-118.52,34.21,34,1663,299,762,282,5.1265,211000,<1H OCEAN
-118.53,34.22,29,4101,849,2630,867,4.6607,199800,<1H OCEAN
-118.53,34.21,18,3124,796,1855,725,2.9389,213200,<1H OCEAN
-118.55,34.21,35,2592,490,1427,434,5.0623,246400,<1H OCEAN
-118.56,34.22,35,1843,329,1041,317,4.4271,205100,<1H OCEAN
-118.56,34.21,36,1286,242,788,248,3.5333,196800,<1H OCEAN
-118.56,34.22,34,1599,294,819,306,4.3194,197000,<1H OCEAN
-118.55,34.21,33,3910,838,2097,810,3.8247,208700,<1H OCEAN
-118.56,34.21,13,8327,1849,4126,1773,3.7313,189800,<1H OCEAN
-118.52,34.2,35,2891,594,1757,581,4.3571,199800,<1H OCEAN
-118.53,34.2,33,3270,818,2118,763,3.225,205300,<1H OCEAN
-118.5,34.21,35,1668,332,807,311,4.5125,200300,<1H OCEAN
-118.51,34.2,35,1614,308,850,330,4.1806,209000,<1H OCEAN
-118.51,34.2,37,2066,434,1031,414,4.0924,188400,<1H OCEAN
-118.52,34.21,36,1328,287,823,273,4.5648,193700,<1H OCEAN
-118.5,34.2,42,1558,322,884,334,2.2304,203800,<1H OCEAN
-118.51,34.2,33,2327,479,1166,472,4.2344,262500,<1H OCEAN
-118.51,34.2,34,2871,581,1350,535,3.7049,227500,<1H OCEAN
-118.51,34.19,35,2537,418,1161,421,5.3028,229200,<1H OCEAN
-118.51,34.19,38,2182,409,1141,379,4.2865,221100,<1H OCEAN
-118.5,34.2,18,4249,933,2047,909,4.1304,229100,<1H OCEAN
-118.5,34.19,35,2720,490,1158,445,5.0796,228300,<1H OCEAN
-118.5,34.19,26,2156,509,1142,470,4,224700,<1H OCEAN
-118.52,34.2,19,4315,1304,2490,1222,2.6437,195000,<1H OCEAN
-118.52,34.2,37,1795,346,1082,354,4.9102,207200,<1H OCEAN
-118.53,34.2,26,2221,662,1998,603,2.8701,191100,<1H OCEAN
-118.55,34.2,21,2549,651,1624,628,3.6905,179800,<1H OCEAN
-118.55,34.19,18,5862,,3161,1280,3.1106,170600,<1H OCEAN
-118.55,34.2,31,1963,420,1494,415,3.5313,211800,<1H OCEAN
-118.52,34.19,42,881,170,464,163,2.9511,203900,<1H OCEAN
-118.52,34.19,37,1560,275,763,284,3.8516,206900,<1H OCEAN
-118.52,34.19,37,1892,347,1039,343,4.8295,212100,<1H OCEAN
-118.53,34.19,32,2618,692,1961,633,2.625,192300,<1H OCEAN
-118.52,34.18,34,2307,388,1168,427,4.2143,245400,<1H OCEAN
-118.53,34.18,26,4175,885,2118,778,4.2083,240300,<1H OCEAN
-118.56,34.2,36,1544,308,891,286,4.175,190900,<1H OCEAN
-118.56,34.2,35,2273,,1431,403,4.0789,196700,<1H OCEAN
-118.56,34.19,35,782,144,425,140,5.4548,201400,<1H OCEAN
-118.56,34.19,34,1237,242,671,221,3.9615,183600,<1H OCEAN
-118.56,34.19,34,2579,561,1237,517,4.433,235100,<1H OCEAN
-118.56,34.18,36,1366,224,719,270,4.8264,251000,<1H OCEAN
-118.54,34.19,22,3380,790,2199,737,2.5739,239200,<1H OCEAN
-118.54,34.18,25,1938,457,1280,425,3.9632,240300,<1H OCEAN
-118.55,34.19,36,978,170,475,192,4.675,222500,<1H OCEAN
-118.55,34.19,31,1856,370,990,360,4.3654,223800,<1H OCEAN
-118.58,34.21,24,2642,696,1649,633,3.0187,217700,<1H OCEAN
-118.59,34.21,26,2335,669,1986,645,2.9974,178800,<1H OCEAN
-118.59,34.2,18,847,185,733,178,5.2149,201900,<1H OCEAN
-118.58,34.2,37,1389,252,826,249,5.015,220900,<1H OCEAN
-118.57,34.22,27,2795,606,1702,586,3.7798,258400,<1H OCEAN
-118.57,34.21,23,4891,793,2447,765,5.8798,270500,<1H OCEAN
-118.57,34.22,17,3262,753,1879,708,4.1359,255200,<1H OCEAN
-118.58,34.21,13,6227,1317,3739,1226,4.0313,299300,<1H OCEAN
-118.58,34.22,35,2560,441,1428,468,5.6345,228200,<1H OCEAN
-118.58,34.21,27,2209,353,1034,344,4.7125,250900,<1H OCEAN
-118.59,34.21,34,1943,320,895,305,5.0462,227700,<1H OCEAN
-118.59,34.21,34,2389,521,1560,514,4.8333,225400,<1H OCEAN
-118.6,34.21,21,9512,2560,7282,2387,2.8039,227500,<1H OCEAN
-118.61,34.21,34,3494,557,1861,576,5.6407,251500,<1H OCEAN
-118.62,34.22,33,1636,275,866,289,5.6356,241300,<1H OCEAN
-118.62,34.21,26,3234,517,1597,513,6.1074,258600,<1H OCEAN
-118.62,34.22,34,2633,471,1313,428,4.0909,232900,<1H OCEAN
-118.61,34.21,41,1058,228,778,245,3.3534,180500,<1H OCEAN
-118.61,34.2,16,1718,467,896,475,3.6296,160900,<1H OCEAN
-118.61,34.21,33,2609,431,1208,406,5.4527,227100,<1H OCEAN
-118.62,34.2,23,3098,542,1486,492,5.7613,235800,<1H OCEAN
-118.63,34.21,31,3952,647,1762,588,5.5709,244800,<1H OCEAN
-118.64,34.22,16,4312,574,1902,574,8.4438,390000,<1H OCEAN
-118.65,34.21,5,5429,665,2315,687,9.6465,500001,<1H OCEAN
-118.65,34.2,23,7480,1084,3037,1058,6.9223,338400,<1H OCEAN
-118.62,34.2,32,3233,553,1678,545,5.0025,234900,<1H OCEAN
-118.63,34.2,19,7411,1045,2814,950,6.7785,336100,<1H OCEAN
-118.59,34.21,17,2737,868,2924,785,2.5797,183500,<1H OCEAN
-118.59,34.2,21,1789,,2300,677,2.754,179800,<1H OCEAN
-118.6,34.2,10,2869,941,2162,829,3.2297,150000,<1H OCEAN
-118.6,34.21,19,2581,857,2004,784,2.6159,182300,<1H OCEAN
-118.56,34.2,35,1770,362,1083,355,5.0483,221000,<1H OCEAN
-118.57,34.21,36,878,167,499,179,4.1181,190400,<1H OCEAN
-118.57,34.2,18,7157,1869,4642,1699,3.1818,208000,<1H OCEAN
-118.58,34.2,21,2979,744,1824,692,3.5,223700,<1H OCEAN
-118.56,34.19,36,2600,441,1246,426,4.1111,215600,<1H OCEAN
-118.57,34.2,36,2559,469,1358,445,4.5568,201500,<1H OCEAN
-118.57,34.2,33,1759,311,943,315,5.223,209200,<1H OCEAN
-118.58,34.2,35,1558,267,793,249,5.1463,220200,<1H OCEAN
-118.58,34.2,35,1323,228,756,216,4.233,221300,<1H OCEAN
-118.56,34.19,34,2185,372,986,347,4.8125,266700,<1H OCEAN
-118.58,34.19,35,2329,399,966,336,3.8839,224900,<1H OCEAN
-118.58,34.19,27,4286,1071,2863,1033,3.3125,222800,<1H OCEAN
-118.58,34.19,15,3061,1079,2173,1078,2.85,187500,<1H OCEAN
-118.58,34.18,28,908,142,368,143,5.6159,340500,<1H OCEAN
-118.62,34.2,29,2421,402,1120,388,5.0309,244800,<1H OCEAN
-118.62,34.18,25,3124,468,1241,439,6.4044,333100,<1H OCEAN
-118.62,34.19,35,1934,307,905,315,5.5101,267400,<1H OCEAN
-118.61,34.2,29,1673,284,794,270,5.5191,245800,<1H OCEAN
-118.61,34.19,28,3824,749,1790,701,4.1154,246400,<1H OCEAN
-118.61,34.19,34,703,127,369,127,4.3125,210100,<1H OCEAN
-118.6,34.19,16,14912,4183,5105,3302,2.8312,213900,<1H OCEAN
-118.63,34.19,32,3568,591,1741,563,5.1529,259600,<1H OCEAN
-118.63,34.18,32,1646,242,697,233,6.6689,433000,<1H OCEAN
-118.64,34.19,30,2399,373,1062,377,6.0094,245600,<1H OCEAN
-118.64,34.19,33,3017,494,1423,470,5.6163,248400,<1H OCEAN
-118.64,34.18,33,3808,623,1784,615,5.1641,263400,<1H OCEAN
-118.64,34.19,28,3274,571,1424,521,4.4167,247300,<1H OCEAN
-118.65,34.18,27,1793,339,1016,326,4.925,240300,<1H OCEAN
-118.65,34.19,27,2772,511,1346,497,5.2016,243000,<1H OCEAN
-118.66,34.19,23,7544,1031,3221,1043,7.642,374900,<1H OCEAN
-118.63,34.17,33,4769,787,2019,743,5.5798,338200,<1H OCEAN
-118.64,34.17,26,6767,903,2574,883,7.7846,409000,<1H OCEAN
-118.57,34.18,36,2981,441,1243,413,6.5304,439800,<1H OCEAN
-118.57,34.17,35,2072,318,908,342,6.0928,327300,<1H OCEAN
-118.58,34.17,29,3393,574,1471,587,6.2064,334900,<1H OCEAN
-118.59,34.18,7,11853,2691,4404,2447,4.2009,271300,<1H OCEAN
-118.61,34.17,19,5944,1345,2372,1250,3.8819,328900,<1H OCEAN
-118.62,34.17,32,1491,355,756,296,3.0404,262800,<1H OCEAN
-118.62,34.17,34,3268,538,1463,519,6.8482,308300,<1H OCEAN
-118.63,34.18,33,5252,760,2041,730,6.7977,389700,<1H OCEAN
-118.65,34.18,26,4607,656,1769,643,7.4918,367600,<1H OCEAN
-118.66,34.18,25,6612,857,2519,843,8.3912,419000,<1H OCEAN
-118.61,34.17,31,1689,362,705,360,4,278500,<1H OCEAN
-118.61,34.15,32,4491,815,1696,749,4.9102,319100,<1H OCEAN
-118.61,34.16,29,4364,647,1550,624,6.8107,367400,<1H OCEAN
-118.63,34.16,33,2896,455,1116,411,6.0192,347700,<1H OCEAN
-118.63,34.16,30,3346,487,1296,495,7.457,392700,<1H OCEAN
-118.62,34.15,26,5661,791,2493,780,7.9814,409900,<1H OCEAN
-118.57,34.17,31,1950,383,870,357,3.1875,500001,<1H OCEAN
-118.58,34.17,18,6476,1082,2413,958,5.6327,500001,<1H OCEAN
-118.59,34.17,36,1887,359,761,329,5.4847,296000,<1H OCEAN
-118.6,34.16,37,3441,584,1283,544,4.1656,313100,<1H OCEAN
-118.6,34.16,32,3999,667,1628,631,6.0794,338500,<1H OCEAN
-118.57,34.15,22,5791,706,2059,673,10.9201,500001,<1H OCEAN
-118.58,34.15,21,3856,547,1422,535,8.4196,450700,<1H OCEAN
-118.59,34.15,29,2023,330,747,304,6.7694,369700,<1H OCEAN
-118.6,34.15,28,4570,744,1693,695,6.14,361900,<1H OCEAN
-118.59,34.14,19,1303,155,450,145,10.5511,483100,<1H OCEAN
-118.49,34.18,31,3073,674,1486,684,4.8984,311700,<1H OCEAN
-118.51,34.18,37,1893,365,911,324,4.8036,295300,<1H OCEAN
-118.51,34.17,31,3252,834,1411,760,3.1885,219000,<1H OCEAN
-118.52,34.18,43,1700,380,930,349,3.675,213100,<1H OCEAN
-118.52,34.18,46,2082,438,1047,393,3.6534,216000,<1H OCEAN
-118.52,34.18,42,1611,410,879,386,3.1923,221800,<1H OCEAN
-118.53,34.17,18,6430,1412,2897,1348,3.855,243800,<1H OCEAN
-118.54,34.17,11,1080,174,386,160,6.1274,315900,<1H OCEAN
-118.55,34.18,32,3011,529,1287,525,5.0605,311000,<1H OCEAN
-118.56,34.18,39,1819,291,770,278,5.4088,457300,<1H OCEAN
-118.54,34.18,17,7214,1994,4100,1823,3.0943,174500,<1H OCEAN
-118.53,34.18,16,7194,1976,3687,1894,3.1887,189300,<1H OCEAN
-118.54,34.17,34,2458,433,1034,373,5.6738,443600,<1H OCEAN
-118.54,34.17,25,3352,891,1815,860,2.8528,425000,<1H OCEAN
-118.55,34.17,36,2127,297,761,274,7.8392,500001,<1H OCEAN
-118.56,34.17,35,2987,391,1244,387,7.1322,500001,<1H OCEAN
-118.52,34.17,20,17377,4457,7450,4204,3.2154,259600,<1H OCEAN
-118.52,34.16,39,2693,478,1219,435,5.17,335400,<1H OCEAN
-118.53,34.16,32,3554,762,1623,750,3.6141,290600,<1H OCEAN
-118.51,34.16,23,11154,1995,4076,1809,5.4609,500001,<1H OCEAN
-118.48,34.16,32,2108,309,769,274,8.7172,500001,<1H OCEAN
-118.49,34.16,37,3333,488,1171,485,6.4958,500001,<1H OCEAN
-118.5,34.16,34,3547,523,1187,500,7.139,424000,<1H OCEAN
-118.5,34.15,33,3104,387,1111,376,13.4196,500001,<1H OCEAN
-118.5,34.17,37,880,,369,155,4.1429,303600,<1H OCEAN
-118.49,34.15,33,2829,360,1010,363,10.3587,500001,<1H OCEAN
-118.49,34.14,28,3539,441,1190,421,10.6796,500001,<1H OCEAN
-118.49,34.13,24,4394,,1443,528,11.2979,500001,<1H OCEAN
-118.51,34.14,28,6748,904,2431,876,12.8879,500001,<1H OCEAN
-118.53,34.14,28,6920,906,2515,860,9.2189,500001,<1H OCEAN
-118.54,34.15,26,10111,1295,3599,1257,10.2292,500001,<1H OCEAN
-118.56,34.14,23,9657,1189,3585,1162,10.4399,500001,<1H OCEAN
-118.43,34.15,28,6270,1706,2549,1497,3.2241,295800,<1H OCEAN
-118.43,34.15,42,1293,214,459,217,7.672,467600,<1H OCEAN
-118.43,34.15,26,2900,667,1090,590,3.7125,447400,<1H OCEAN
-118.43,34.15,31,1856,425,795,426,2.8448,360600,<1H OCEAN
-118.44,34.15,29,5474,1457,2352,1326,3.415,382500,<1H OCEAN
-118.44,34.15,44,1778,251,641,251,10.0549,500001,<1H OCEAN
-118.44,34.15,15,4420,1076,1669,1016,4.6375,359100,<1H OCEAN
-118.44,34.15,37,1335,286,539,279,3.2813,301700,<1H OCEAN
-118.44,34.15,38,1387,337,713,343,2.9352,304500,<1H OCEAN
-118.45,34.16,22,7828,2038,3303,1922,3.6171,318300,<1H OCEAN
-118.45,34.15,10,1091,260,517,266,4.1727,332600,<1H OCEAN
-118.45,34.15,20,3876,799,1334,753,4.5656,478400,<1H OCEAN
-118.46,34.16,38,1495,300,598,280,3.4698,265400,<1H OCEAN
-118.46,34.16,16,4590,1200,2195,1139,3.8273,334900,<1H OCEAN
-118.47,34.15,7,6306,1473,2381,1299,4.642,457300,<1H OCEAN
-118.47,34.16,30,3823,740,1449,612,4.6,392500,<1H OCEAN
-118.47,34.15,43,804,117,267,110,8.2269,500001,<1H OCEAN
-118.48,34.15,31,2536,429,990,424,5.4591,495500,<1H OCEAN
-118.48,34.16,30,3507,536,1427,525,6.7082,500001,<1H OCEAN
-118.48,34.14,31,9320,1143,2980,1109,10.3599,500001,<1H OCEAN
-118.46,34.14,34,5264,771,1738,753,8.8115,500001,<1H OCEAN
-118.47,34.14,36,2873,420,850,379,8.153,500001,<1H OCEAN
-118.47,34.14,34,3646,610,1390,607,7.629,500001,<1H OCEAN
-118.43,34.14,44,1693,239,498,216,10.9237,500001,<1H OCEAN
-118.43,34.13,37,4400,695,1521,666,8.2954,500001,<1H OCEAN
-118.45,34.14,33,1741,274,588,267,7.9625,490800,<1H OCEAN
-118.35,34.15,52,1680,238,493,211,9.042,500001,<1H OCEAN
-118.36,34.15,41,3545,698,1221,651,4.3,500001,<1H OCEAN
-118.36,34.15,34,3659,921,1338,835,3.6202,366100,<1H OCEAN
-118.37,34.15,23,4604,1319,2391,1227,3.1373,263100,<1H OCEAN
-118.37,34.15,29,2630,617,1071,573,3.3669,376100,<1H OCEAN
-118.38,34.16,42,2358,546,1065,523,3.1289,320600,<1H OCEAN
-118.38,34.15,36,2933,619,1115,579,4.3036,365900,<1H OCEAN
-118.39,34.15,29,3110,650,1212,642,4.2031,394400,<1H OCEAN
-118.39,34.15,29,917,181,379,183,3.4612,425000,<1H OCEAN
-118.39,34.16,20,4084,1062,1637,987,3.2388,256300,<1H OCEAN
-118.4,34.15,31,3881,909,1535,846,3.0398,369100,<1H OCEAN
-118.41,34.15,33,4032,868,1695,869,4.3468,425900,<1H OCEAN
-118.42,34.15,48,680,131,268,126,4.615,371400,<1H OCEAN
-118.42,34.15,18,1880,420,681,333,4.3214,372300,<1H OCEAN
-118.42,34.15,31,1861,430,736,360,5.2853,355900,<1H OCEAN
-118.42,34.16,17,277,70,119,59,4.0208,341700,<1H OCEAN
-118.42,34.16,46,54,9,20,6,0.536,375000,<1H OCEAN
-118.4,34.15,41,2394,500,837,417,4.3889,380400,<1H OCEAN
-118.4,34.15,44,2515,510,967,484,5.0754,374500,<1H OCEAN
-118.41,34.15,24,3891,866,1568,830,4.1656,364700,<1H OCEAN
-118.41,34.15,46,1628,259,500,258,6.083,424000,<1H OCEAN
-118.36,34.14,30,1376,317,629,320,3.6823,295200,<1H OCEAN
-118.37,34.14,8,4382,1560,2138,1411,3.5714,197900,<1H OCEAN
-118.37,34.14,21,4670,1161,1914,1094,3.7986,367700,<1H OCEAN
-118.38,34.14,42,1253,225,492,224,7.7112,386700,<1H OCEAN
-118.39,34.14,19,5076,1034,2021,960,5.5683,309200,<1H OCEAN
-118.39,34.15,36,2696,713,905,659,3.1146,373500,<1H OCEAN
-118.35,34.13,39,1610,278,511,278,4.3333,385900,<1H OCEAN
-118.34,34.12,41,3257,679,1237,638,4.2415,409600,<1H OCEAN
-118.36,34.13,36,6871,1180,2216,1130,8.0499,495600,<1H OCEAN
-118.37,34.14,23,1883,512,774,478,3.5096,396400,<1H OCEAN
-118.37,34.13,28,4287,627,1498,615,8.5677,500001,<1H OCEAN
-118.39,34.14,34,4624,781,1572,719,6.5533,500001,<1H OCEAN
-118.38,34.14,40,1965,354,666,357,6.0876,483800,<1H OCEAN
-118.4,34.13,32,8262,1156,2712,1125,10.5575,500001,<1H OCEAN
-118.4,34.14,52,1695,281,595,264,6.0678,399300,<1H OCEAN
-118.4,34.14,45,417,89,187,88,5.1377,360700,<1H OCEAN
-118.41,34.14,33,778,143,258,130,5.738,497600,<1H OCEAN
-118.42,34.14,27,3990,892,1417,800,4.0439,500001,<1H OCEAN
-118.42,34.13,38,3830,518,1292,516,12.7823,500001,<1H OCEAN
-118.22,34.14,52,2298,406,1203,387,5.5291,274600,<1H OCEAN
-118.22,34.14,52,1388,271,735,239,3.7404,247700,<1H OCEAN
-118.2,34.14,52,3800,646,1842,620,5.5524,293900,<1H OCEAN
-118.19,34.14,46,2387,488,1181,456,3.6058,257900,<1H OCEAN
-118.19,34.14,38,1826,300,793,297,5.2962,291500,<1H OCEAN
-118.23,34.14,39,277,89,182,91,2.3958,175000,<1H OCEAN
-118.22,34.14,50,3657,708,1725,644,5.5456,258100,<1H OCEAN
-118.22,34.13,35,2983,526,1614,543,5.7794,272400,<1H OCEAN
-118.2,34.14,52,2090,466,1219,390,4.0909,204200,<1H OCEAN
-118.21,34.14,44,1681,407,1105,387,3.2222,186500,<1H OCEAN
-118.21,34.14,25,1908,628,1412,588,2.2267,189800,<1H OCEAN
-118.2,34.14,51,1941,378,1012,371,3.9375,217000,<1H OCEAN
-118.19,34.14,47,2525,523,1514,498,4.3359,209200,<1H OCEAN
-118.19,34.13,52,2012,458,1314,434,3.925,180400,<1H OCEAN
