Id,Neighborhood,LotFrontage,LotArea,number of bedrooms,Street,Alley,OverallQual,OverallCond,Date,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,SquareFootage,Heating,HeatingQC,SaleType,SaleCondition,Price
617,RL,NA,7861,3,Pave,NA,6,5,2002,TA,No,GLQ,457,Unf,0,326,783,GasA,Ex,WD,Normal,183200
618,RL,59,7227,3,Pave,NA,6,6,1954,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,WD,Normal,105500
619,RL,90,11694,3,Pave,NA,9,5,2007,TA,Av,GLQ,48,Unf,0,1774,1822,GasA,Ex,New,Partial,314813
620,RL,85,12244,2,Pave,NA,8,5,2003,TA,Gd,GLQ,871,Unf,0,611,1482,GasA,Ex,WD,Normal,305000
621,RL,45,8248,4,Pave,Grvl,3,3,1914,TA,No,BLQ,41,Unf,0,823,864,GasA,TA,WD,Normal,67000
622,RL,90,10800,6,Pave,NA,6,7,1974,TA,No,ALQ,956,Rec,182,384,1522,GasA,TA,WD,Normal,240000
623,RL,71,7064,3,Pave,NA,5,6,1977,TA,No,BLQ,560,Unf,0,420,980,GasA,TA,WD,Normal,135000
624,FV,NA,2117,2,Pave,NA,6,5,2000,TA,No,GLQ,420,Unf,0,336,756,GasA,Ex,WD,Normal,168500
625,RL,80,10400,3,Pave,NA,6,5,1972,TA,No,Rec,247,Unf,0,485,732,GasA,Gd,WD,Normal,165150
626,RL,87,10000,3,Pave,NA,6,6,1962,TA,No,Unf,0,Unf,0,1116,1116,GasA,TA,WD,Normal,160000
627,RL,NA,12342,3,Pave,NA,5,5,1960,TA,No,Unf,0,Unf,0,978,978,GasA,TA,WD,Normal,139900
628,RL,80,9600,2,Pave,NA,6,6,1955,TA,Av,BLQ,674,LwQ,132,350,1156,GasA,Ex,WD,Normal,153000
629,RL,70,11606,2,Pave,NA,5,5,1969,TA,Av,Rec,650,Unf,0,390,1040,GasA,TA,WD,Family,135000
630,RL,82,9020,4,Pave,NA,6,5,1964,TA,Gd,GLQ,624,Rec,336,288,1248,GasA,TA,WD,Normal,168500
631,RM,50,9000,3,Pave,Grvl,5,6,1880,Fa,No,Unf,0,Unf,0,636,636,GasA,TA,WD,Abnorml,124000
632,RL,34,4590,2,Pave,NA,8,5,2006,Gd,Mn,GLQ,24,Unf,0,1530,1554,GasA,Ex,WD,Normal,209500
633,RL,85,11900,2,Pave,NA,7,5,1977,TA,No,ALQ,822,Unf,0,564,1386,GasA,TA,WD,Family,82500
634,RL,80,9250,2,Pave,NA,5,7,1954,TA,No,BLQ,480,LwQ,468,108,1056,GasA,TA,WD,Normal,139400
635,RL,64,6979,3,Pave,NA,6,5,1980,TA,No,GLQ,1056,Unf,0,0,1056,GasA,Gd,WD,Normal,144000
636,RH,60,10896,2,Pave,Pave,6,7,1914,Fa,No,LwQ,256,Unf,0,1184,1440,GasA,Ex,WD,Abnorml,200000
637,RM,51,,3,Pave,NA,2,3,1936,Fa,No,Unf,0,Unf,0,264,264,Grav,Fa,ConLw,Normal,60000
638,RM,50,6000,3,Pave,NA,5,4,1954,TA,No,Unf,0,Unf,0,811,811,GasA,TA,WD,Normal,93000
639,RL,67,8777,1,Pave,NA,5,7,1910,TA,No,Unf,0,Unf,0,796,796,GasA,Gd,WD,Normal,85000
640,RL,53,3982,5,Pave,NA,8,5,2006,Gd,Av,GLQ,1154,Unf,0,366,1520,GasA,Ex,New,Partial,264561
641,RL,62,12677,4,Pave,NA,8,5,2003,TA,Gd,GLQ,1218,Unf,0,300,1518,GasA,Ex,WD,Normal,274000
642,FV,NA,7050,3,Pave,NA,7,5,2001,TA,No,GLQ,738,Unf,0,319,1057,GasA,Ex,WD,Normal,226000
643,RL,75,13860,2,Pave,NA,8,7,1972,TA,Gd,GLQ,1410,Unf,0,542,1952,GasA,Gd,WD,Normal,345000
644,RL,80,10793,4,Pave,NA,5,5,1969,TA,No,Rec,493,BLQ,287,0,780,GasA,Ex,WD,Normal,152000
645,FV,85,9187,3,Pave,NA,9,5,2009,TA,Mn,GLQ,1121,Unf,0,645,1766,GasA,Ex,New,Partial,370878
646,RL,NA,10530,2,Pave,NA,6,5,1971,TA,No,ALQ,282,LwQ,35,664,981,GasA,TA,WD,Normal,143250
647,RL,60,7200,5,Pave,NA,5,5,1950,NA,NA,NA,0,NA,0,0,0,GasA,Gd,WD,Normal,98300
648,RL,85,10452,2,Pave,NA,6,5,1953,TA,Mn,Rec,500,Unf,0,594,1094,GasA,Ex,WD,Normal,155000
649,RL,70,7700,2,Pave,NA,6,5,1966,TA,No,Unf,0,Unf,0,756,756,GasA,TA,WD,Normal,155000
650,RM,21,1936,2,Pave,NA,4,6,1970,TA,Av,BLQ,131,GLQ,499,0,630,GasA,Gd,WD,Normal,84500
651,FV,65,8125,3,Pave,NA,7,6,2007,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,WD,Normal,205950
652,RL,60,9084,3,Pave,NA,4,5,1940,TA,Mn,Unf,0,Unf,0,755,755,GasA,TA,WD,Normal,108000
653,RL,70,8750,3,Pave,NA,7,5,1996,TA,No,Unf,0,Unf,0,880,880,GasA,Ex,WD,Normal,191000
654,RM,60,10320,3,Pave,Grvl,6,7,1906,TA,No,Unf,0,Unf,0,756,756,GasA,Ex,WD,Normal,135000
655,RL,91,10437,3,Pave,NA,8,6,1995,TA,Gd,GLQ,1696,Unf,0,413,2109,GasA,Ex,WD,Normal,350000
656,RM,21,1680,2,Pave,NA,6,5,1971,TA,No,Unf,0,Unf,0,525,525,GasA,TA,WD,Family,88000
657,RL,72,10007,3,Pave,NA,5,7,1959,TA,No,ALQ,806,Unf,0,247,1053,GasA,Ex,WD,Normal,145500
658,RL,60,7200,2,Pave,NA,7,6,1931,TA,No,Unf,0,Unf,0,776,776,GasA,TA,WD,Normal,149000
659,RL,78,,3,Pave,NA,6,5,1948,TA,No,Unf,0,Unf,0,912,912,GasA,TA,WD,Abnorml,97500
660,RL,75,9937,3,Pave,NA,5,7,1964,TA,No,BLQ,637,Unf,0,849,1486,GasA,Ex,WD,Normal,167000
661,RL,NA,12384,2,Pave,NA,7,7,1976,TA,No,Unf,0,Unf,0,793,793,GasA,TA,WD,Normal,197900
662,RL,52,46589,2,Pave,NA,8,7,1994,Gd,No,GLQ,1361,Rec,180,88,1629,GasA,Ex,WD,Normal,402000
663,RL,120,13560,1,Pave,NA,6,3,1968,Fa,No,Unf,0,Unf,0,1392,1392,GasA,Gd,WD,Normal,110000
664,RL,90,,4,Pave,NA,4,5,1972,TA,Av,BLQ,920,Rec,180,38,1138,GasA,TA,WD,Normal,137500
665,RL,49,20896,4,Pave,NA,8,5,2005,TA,Mn,GLQ,1721,Unf,0,356,2077,GasA,Ex,New,Partial,423000
666,RL,106,11194,4,Pave,NA,8,5,2000,TA,No,Unf,0,Unf,0,1406,1406,GasA,Ex,WD,Normal,230500
667,RL,NA,18450,5,Pave,NA,6,5,1965,TA,No,LwQ,187,Rec,723,111,1021,GasA,TA,WD,Abnorml,129000
668,RL,65,8125,3,Pave,NA,6,5,1994,TA,No,GLQ,1138,Unf,0,270,1408,GasA,Ex,WD,Normal,193500
669,RL,NA,14175,1,Pave,NA,5,6,1956,TA,No,Rec,988,Unf,0,200,1188,GasA,Gd,WD,Normal,168000
670,RL,80,11600,4,Pave,NA,4,5,1922,TA,No,Unf,0,Unf,0,700,700,GasA,Ex,WD,Normal,137500
671,RL,64,8633,4,Pave,NA,6,5,2005,TA,No,GLQ,193,Unf,0,545,738,GasA,Ex,WD,Normal,173500
672,RH,54,6629,2,Pave,NA,6,6,1925,TA,No,BLQ,551,Unf,0,121,672,GasA,TA,WD,Normal,103600
673,RL,NA,11250,2,Pave,NA,6,6,1977,TA,No,ALQ,767,Unf,0,441,1208,GasA,TA,WD,Normal,165000
674,RL,110,14442,3,Pave,NA,6,7,1957,TA,No,GLQ,1186,Unf,0,291,1477,GasA,Ex,WD,Normal,257500
675,RL,80,9200,1,Pave,NA,6,6,1965,TA,No,Rec,892,Unf,0,244,1136,GasA,TA,WD,Normal,140000
676,RL,24,2289,3,Pave,NA,6,6,1978,TA,No,ALQ,311,Unf,0,544,855,GasA,TA,WD,Normal,148500
677,RM,60,9600,3,Pave,Grvl,4,2,1900,Fa,No,Unf,0,Unf,0,1095,1095,GasW,Fa,WD,Normal,87000
678,RL,52,,3,Pave,NA,5,8,1924,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,WD,Normal,109500
679,RL,80,11844,3,Pave,NA,8,5,2008,TA,Mn,Unf,0,Unf,0,2046,2046,GasA,Ex,New,Partial,372500
680,RL,NA,9945,3,Pave,NA,5,5,1961,TA,No,Rec,827,Unf,0,161,988,GasA,TA,WD,Normal,128500
681,RL,50,8012,3,Pave,NA,6,5,1980,TA,No,BLQ,543,BLQ,119,261,923,GasA,TA,WD,Normal,143000
682,RH,55,4500,3,Pave,Pave,5,5,1932,TA,No,Rec,182,Unf,0,611,793,GasA,Ex,WD,Abnorml,159434
683,RL,NA,2887,2,Pave,NA,6,5,1996,TA,Mn,GLQ,1003,Unf,0,288,1291,GasA,Ex,WD,Normal,173000
684,RL,90,11248,3,Pave,NA,9,5,2002,TA,Av,GLQ,1059,Unf,0,567,1626,GasA,Ex,WD,Normal,285000
685,RL,58,16770,3,Pave,NA,7,5,1998,TA,No,Unf,0,Unf,0,1195,1195,GasA,Gd,WD,Normal,221000
686,RL,NA,5062,1,Pave,NA,7,5,1984,TA,Mn,GLQ,828,LwQ,182,180,1190,GasA,Gd,WD,Normal,207500
687,FV,84,10207,3,Pave,NA,7,6,2007,TA,No,Unf,0,Unf,0,874,874,GasA,Ex,New,Partial,227875
688,FV,NA,5105,2,Pave,NA,7,5,2004,TA,No,GLQ,239,Unf,0,312,551,GasA,Ex,WD,Normal,148800
689,RL,60,8089,3,Pave,NA,8,6,2007,TA,Av,GLQ,945,Unf,0,474,1419,GasA,Ex,New,Partial,392000
690,RL,61,7577,3,Pave,NA,6,5,2005,TA,Av,ALQ,20,Unf,0,1342,1362,GasA,Ex,WD,Normal,194700
691,RM,NA,4426,2,Pave,NA,6,5,2004,TA,Gd,GLQ,697,Unf,0,151,848,GasA,Ex,WD,Normal,141000
692,RL,104,21535,2,Pave,NA,10,6,1994,TA,Gd,GLQ,1455,Unf,0,989,2444,GasA,Ex,WD,Normal,755000
693,RL,42,26178,3,Pave,NA,7,5,1989,TA,Gd,GLQ,965,Unf,0,245,1210,GasA,Ex,WD,Normal,335000
694,RL,60,5400,2,Pave,NA,5,6,1921,TA,No,Unf,0,Unf,0,1073,1073,GasA,Ex,WD,Abnorml,108480
695,RM,51,6120,3,Pave,NA,5,6,1936,TA,No,Unf,0,Unf,0,927,927,GasA,TA,WD,Normal,141500
696,RL,54,13811,4,Pave,NA,6,6,1987,Gd,No,GLQ,980,LwQ,40,92,1112,GasA,Gd,WD,Normal,176000
697,RM,50,6000,3,Pave,NA,5,7,1921,TA,No,LwQ,616,Unf,0,0,616,GasA,Gd,WD,Normal,89000
698,RL,57,6420,4,Pave,NA,5,7,1952,Gd,Mn,LwQ,210,ALQ,551,219,980,GasA,Fa,WD,Normal,123500
699,RL,65,8450,3,Pave,NA,5,8,1965,TA,No,GLQ,553,BLQ,117,224,894,GasA,Ex,WD,Normal,138500
700,FV,59,4282,3,Pave,Pave,7,5,2004,TA,Mn,GLQ,16,Unf,0,1375,1391,GasA,Ex,WD,Normal,196000
701,RL,85,14331,3,Pave,NA,8,5,2002,TA,Gd,GLQ,1274,Unf,0,526,1800,GasA,Ex,WD,Normal,312500
702,RL,80,9600,3,Pave,NA,7,5,1969,TA,No,Unf,0,Unf,0,1164,1164,GasA,TA,COD,Normal,140000
703,RL,82,12438,3,Pave,NA,8,5,2006,Gd,No,Unf,0,Unf,0,1234,1234,GasA,Ex,New,Partial,361919
704,RM,76,7630,3,Pave,NA,5,9,1900,TA,No,Unf,0,Unf,0,360,360,GasA,Gd,WD,Normal,140000
705,RL,70,8400,2,Pave,NA,7,5,2004,TA,Av,GLQ,712,Unf,0,761,1473,GasA,Ex,WD,Normal,213000
706,RM,70,5600,3,Pave,NA,4,5,1930,NA,NA,NA,0,NA,0,0,0,GasA,Fa,WD,Normal,55000
707,RL,NA,115149,3,Pave,NA,7,5,1971,TA,Gd,GLQ,1219,Unf,0,424,1643,GasA,TA,WD,Normal,302000
708,RL,48,6240,3,Pave,NA,8,5,2006,TA,No,GLQ,863,Unf,0,461,1324,GasA,Ex,WD,Normal,254000
709,RL,65,9018,3,Pave,NA,7,5,2007,TA,Av,Unf,0,Unf,0,728,728,GasA,Ex,New,Partial,179540
710,RL,NA,7162,3,Pave,NA,5,7,1966,TA,No,Unf,0,Unf,0,876,876,GasA,TA,WD,Abnorml,109900
711,RL,56,4130,3,Pave,NA,3,6,1935,TA,No,Unf,0,Unf,0,270,270,GasA,Gd,WD,Normal,52000
712,C (all),66,8712,3,Pave,Pave,4,7,1900,TA,Mn,Unf,0,Unf,0,859,859,GasA,Gd,WD,Abnorml,102776
713,RL,40,4671,2,Pave,NA,8,5,1988,TA,Mn,GLQ,767,Unf,0,461,1228,GasA,Gd,WD,Normal,189000
714,RL,60,,3,Pave,NA,4,5,1970,TA,Av,ALQ,789,Unf,0,171,960,GasW,TA,WD,Normal,129000
715,RL,NA,13517,3,Pave,NA,6,8,1976,TA,No,GLQ,533,Unf,0,192,725,GasA,Ex,WD,Normal,130500
716,RL,78,10140,3,Pave,NA,6,5,1974,TA,No,Unf,0,Unf,0,1064,1064,GasA,TA,WD,Normal,165000
717,RM,60,10800,4,Pave,Grvl,7,8,1890,TA,No,Unf,0,Unf,0,718,718,GasA,Ex,WD,Normal,159500
718,RL,80,10000,3,Pave,NA,5,6,1973,TA,No,BLQ,1084,Unf,0,92,1176,GasA,Gd,WD,Normal,157000
719,RL,96,10542,1,Pave,NA,7,5,1993,TA,Gd,GLQ,1173,Unf,0,138,1311,GasA,Ex,WD,Normal,341000
720,RL,69,9920,2,Pave,NA,5,6,1969,TA,Gd,ALQ,523,Unf,0,448,971,GasA,TA,WD,Normal,128500
721,RL,NA,6563,3,Pave,NA,8,5,1985,TA,Gd,GLQ,1148,Unf,0,594,1742,GasA,TA,WD,Normal,275000
722,RM,NA,4426,3,Pave,NA,6,5,2004,TA,Av,GLQ,662,Unf,0,186,848,GasA,Ex,WD,Normal,143000
723,RL,70,8120,3,Pave,NA,4,7,1970,TA,No,ALQ,191,Unf,0,673,864,GasA,Ex,WD,Normal,124500
724,RL,60,8172,3,Pave,NA,4,6,1954,TA,No,Unf,0,Unf,0,941,941,GasA,Ex,WD,Normal,135000
725,RL,86,13286,3,Pave,NA,9,5,2007,TA,No,GLQ,1234,Unf,0,464,1698,GasA,Ex,WD,Normal,320000
726,RL,60,6960,3,Pave,NA,4,6,1970,TA,No,ALQ,375,BLQ,239,250,864,GasA,TA,WD,Normal,120500
727,RL,NA,21695,3,Pave,NA,6,9,1988,TA,No,GLQ,808,Unf,0,72,880,GasA,Ex,WD,Normal,222000
728,RL,64,7314,3,Pave,NA,7,5,2007,TA,Av,GLQ,724,Unf,0,508,1232,GasA,Ex,WD,Normal,194500
729,RL,85,11475,5,Pave,NA,5,5,1958,TA,No,Unf,0,Unf,0,1584,1584,GasA,TA,COD,Abnorml,110000
730,RM,52,6240,2,Pave,Grvl,4,5,1925,TA,No,BLQ,152,Unf,0,628,780,GasA,TA,WD,Normal,103000
731,RL,39,5389,2,Pave,NA,8,5,1995,TA,No,GLQ,1180,Unf,0,415,1595,GasA,Ex,WD,Normal,236500
732,RL,73,9590,2,Pave,NA,7,5,2003,TA,Av,GLQ,786,Unf,0,82,868,GasA,Ex,WD,Normal,187500
733,RL,75,11404,2,Pave,NA,7,5,1998,TA,Av,ALQ,252,Unf,0,901,1153,GasA,Ex,WD,Normal,222500
734,RL,80,10000,4,Pave,NA,5,6,1961,TA,No,BLQ,594,Unf,0,270,864,GasA,Ex,WD,Normal,131400
735,RL,NA,8978,2,Pave,NA,5,5,1968,TA,No,Unf,0,Unf,0,948,948,GasA,TA,WD,Family,108000
736,RM,60,10800,3,Pave,NA,7,7,1914,TA,Mn,Rec,390,Unf,0,490,880,GasW,Fa,WD,Normal,163000
737,RL,60,8544,3,Pave,NA,3,4,1950,NA,NA,NA,0,NA,0,0,0,GasA,Gd,WD,Normal,93500
738,RL,72,10463,2,Pave,NA,8,5,2005,TA,No,Unf,0,Unf,0,893,893,GasA,Ex,WD,Normal,239900
739,RL,60,10800,4,Pave,NA,5,5,1987,Gd,Gd,GLQ,1200,Unf,0,0,1200,GasA,TA,WD,Alloca,179000
740,RL,65,9313,2,Pave,NA,7,5,2004,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,WD,Normal,190000
741,RM,60,9600,3,Pave,Grvl,5,7,1910,Fa,No,Unf,0,Unf,0,264,264,GasA,Ex,WD,Abnorml,132000
742,RL,65,6768,3,Pave,NA,6,8,1961,TA,Mn,GLQ,832,Unf,0,80,912,GasA,Gd,WD,Normal,142000
743,RL,65,8450,4,Pave,NA,7,5,2000,TA,No,Unf,0,Unf,0,1349,1349,GasA,Ex,WD,Normal,179000
744,RL,70,12886,4,Pave,NA,5,6,1963,TA,Av,ALQ,444,Unf,0,76,520,GasA,Ex,WD,Normal,175000
745,RL,41,5395,3,Pave,NA,8,5,1993,TA,No,GLQ,733,Unf,0,604,1337,GasA,Gd,WD,Normal,180000
746,RL,NA,8963,2,Pave,NA,8,9,1976,Gd,No,GLQ,575,ALQ,80,487,1142,GasA,Ex,WD,Normal,299800
747,RL,NA,,4,Pave,NA,7,5,2000,TA,No,GLQ,300,Unf,0,652,952,GasA,Ex,WD,Normal,236000
748,RM,65,11700,3,Pave,Pave,7,7,1880,Fa,No,Unf,0,Unf,0,1240,1240,GasW,TA,WD,Normal,265979
749,RL,59,10593,3,Pave,NA,7,5,1996,TA,No,GLQ,919,Unf,0,801,1720,GasA,Ex,WD,Normal,260400
750,RL,50,8405,2,Pave,NA,4,3,1945,NA,NA,NA,0,NA,0,0,0,Wall,TA,WD,Normal,98000
751,RM,55,8800,2,Pave,Grvl,4,7,1910,Fa,No,Unf,0,Unf,0,576,576,GasA,Gd,WD,Normal,96500
752,RL,NA,7750,3,Pave,NA,7,5,2003,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,WD,Normal,162000
753,RL,79,9236,4,Pave,NA,6,5,1997,TA,Gd,GLQ,1200,Unf,0,279,1479,GasA,Ex,WD,Normal,217000
754,RL,80,10240,3,Pave,NA,8,5,2005,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,Gd,WD,Normal,275500
755,RL,61,7930,2,Pave,NA,6,8,1969,TA,No,GLQ,439,LwQ,472,115,1026,GasA,Gd,WD,Normal,156000
756,FV,34,3230,4,Pave,Pave,6,5,1999,TA,No,GLQ,381,Unf,0,348,729,GasA,Gd,WD,Normal,172500
757,RL,68,10769,2,Pave,NA,8,5,2007,TA,Av,GLQ,20,Unf,0,846,866,GasA,Ex,WD,Normal,212000
758,RL,NA,11616,2,Pave,NA,6,5,1978,TA,Mn,Rec,438,Unf,0,234,672,GasA,TA,WD,Abnorml,158900
759,FV,24,2280,2,Pave,Pave,7,5,1999,TA,No,ALQ,549,Unf,0,195,744,GasA,Gd,WD,Normal,179400
760,RL,65,12257,3,Pave,NA,8,5,1995,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,Ex,WD,Normal,290000
761,RL,70,9100,2,Pave,NA,6,6,1959,TA,No,Rec,612,Unf,0,252,864,GasA,Ex,WD,Normal,127500
762,RM,60,6911,2,Pave,NA,5,5,1924,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,WD,Normal,100000
763,FV,72,8640,3,Pave,NA,7,5,2009,TA,Mn,GLQ,24,Unf,0,732,756,GasA,Ex,Con,Normal,215200
764,RL,82,9430,3,Pave,NA,8,5,1999,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,Ex,WD,Normal,337000
765,RL,30,9549,4,Pave,NA,8,5,1995,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,Ex,WD,Normal,270000
766,RL,75,14587,3,Pave,NA,9,5,2008,TA,No,Unf,0,Unf,0,1498,1498,GasA,Ex,New,Partial,264132
767,RL,80,10421,2,Pave,NA,7,5,1988,TA,No,GLQ,394,Unf,0,586,980,GasA,TA,WD,Normal,196500
768,RL,75,12508,3,Pave,NA,6,7,1940,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,WD,Normal,160000
769,RL,70,9100,3,Pave,NA,7,5,2004,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,WD,Normal,216837
770,RL,47,,3,Pave,NA,8,5,2003,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,Ex,WD,Normal,538000
771,RL,NA,7252,3,Pave,NA,5,5,1982,TA,Av,GLQ,685,Unf,0,173,858,GasA,TA,WD,Normal,134900
772,RL,67,8877,3,Pave,NA,4,5,1951,Fa,No,LwQ,836,Unf,0,0,836,GasA,TA,COD,Normal,102000
773,RL,94,7819,3,Pave,NA,6,5,1976,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,TA,WD,Abnorml,107000
774,RL,70,10150,3,Pave,NA,5,5,1958,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,COD,Normal,114500
775,RL,110,14226,3,Pave,NA,8,5,2006,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,New,Partial,395000
776,RM,32,4500,3,Pave,NA,6,5,1998,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,WD,Normal,162000
777,RL,86,11210,3,Pave,NA,7,5,2005,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,New,Partial,221500
778,RL,100,13350,2,Pave,NA,5,5,1974,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,WD,Normal,142500
779,RH,60,8400,2,Pave,NA,5,5,1977,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Normal,144000
780,RL,78,10530,2,Pave,NA,6,5,1977,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,WD,Normal,135000
781,RL,63,7875,3,Pave,NA,7,5,1995,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,WD,Normal,176000
782,RL,65,7153,3,Pave,NA,6,5,1992,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,WD,Normal,175900
783,RL,67,16285,4,Pave,NA,7,5,2001,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,WD,Normal,187100
784,RL,NA,9101,2,Pave,NA,5,6,1978,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,WD,Normal,165500
785,RM,35,6300,1,Pave,Grvl,6,6,1914,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,WD,Normal,128000
786,RL,NA,9790,3,Pave,NA,6,5,1967,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,WD,Normal,161500
787,RM,60,10800,3,Pave,NA,5,6,1915,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,WD,Normal,139000
788,RL,76,10142,2,Pave,NA,7,5,2004,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,WD,Normal,233000
789,RM,50,6000,3,Pave,NA,4,7,1954,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,WD,Normal,107900
790,RL,NA,12205,3,Pave,NA,6,8,1966,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,WD,Normal,187500
791,RL,43,3182,4,Pave,NA,7,5,2005,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,WD,Normal,160200
792,RL,NA,11333,3,Pave,NA,6,5,1976,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,WD,Normal,146800
793,RL,92,9920,3,Pave,NA,7,5,1996,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,WD,Normal,269790
794,RL,76,9158,3,Pave,NA,8,5,2007,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,New,Partial,225000
795,RL,NA,10832,3,Pave,NA,7,5,1994,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,WD,Normal,194500
796,RL,70,8400,3,Pave,NA,6,6,1980,TA,No,Unf,0,Unf,0,650,650,GasA,TA,WD,Normal,171000
797,RL,71,8197,5,Pave,NA,6,5,1977,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,WD,Normal,143500
798,RL,57,7677,3,Pave,NA,5,5,1953,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,WD,Abnorml,110000
799,RL,104,13518,3,Pave,NA,9,5,2008,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,New,Partial,485000
800,RL,60,7200,3,Pave,NA,5,7,1937,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,WD,Normal,175000
801,RL,79,12798,2,Pave,NA,6,5,1997,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,WD,Normal,200000
802,RM,40,4800,1,Pave,NA,4,7,1916,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,WD,Normal,109900
803,RL,63,8199,4,Pave,NA,7,5,2005,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,WD,Normal,189000
804,RL,107,13891,4,Pave,NA,9,5,2008,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,New,Partial,582933
805,RL,75,9000,3,Pave,NA,5,5,1954,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,WD,Family,118000
806,RL,91,12274,2,Pave,NA,7,5,2008,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,New,Partial,227680
807,RL,75,9750,1,Pave,NA,5,5,1967,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,WD,Normal,135500
808,RL,144,21384,3,Pave,NA,5,6,1923,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,WD,Normal,223500
809,RL,85,13400,3,Pave,NA,5,5,1966,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,WD,Normal,159950
810,RM,90,8100,3,Pave,NA,5,5,1898,TA,No,Unf,0,Unf,0,849,849,GasA,TA,WD,Normal,106000
811,RL,78,10140,3,Pave,NA,6,6,1974,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,WD,Normal,181000
812,RM,NA,4438,4,Pave,NA,6,5,2004,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,ConLD,Normal,144500
813,C (all),66,8712,3,Grvl,NA,5,5,1952,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,WD,Alloca,55993
814,RL,75,9750,2,Pave,NA,6,6,1958,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,COD,Normal,157900
815,RL,45,8248,2,Pave,Grvl,5,7,1918,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,WD,Normal,116000
816,RL,48,12137,3,Pave,NA,7,5,1998,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,WD,Normal,224900
817,RL,NA,11425,4,Pave,NA,5,6,1954,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,WD,Normal,137000
818,RL,NA,13265,3,Pave,NA,8,5,2002,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,WD,Normal,271000
819,RL,80,8816,3,Pave,NA,6,7,1971,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,WD,Normal,155000
820,RL,44,6371,2,Pave,NA,7,5,2009,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,New,Partial,224000
821,RL,72,7226,2,Pave,NA,7,5,2003,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,WD,Normal,183000
822,RM,60,6000,2,Pave,Pave,4,4,1953,TA,No,Unf,0,Unf,0,936,936,GasA,TA,WD,Normal,93000
